modificado,nombre,pagina,tipo,kb,link,disponible
2025-12-09 10:01:31-04:00,"BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR COMBUSTIBLE O ENERGÍA UTILIZADA PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2024",Servicios Básicos,spreadsheet,442.5,https://nimbus.ine.gob.bo/index.php/s/E5aaEbPKaaMMK8W/download,False
2025-12-09 10:02:12-04:00,"BOLIVIA: POBLACIÓN POR TIPO DE VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2024",Vivienda y Hogar,spreadsheet,254.53,https://nimbus.ine.gob.bo/index.php/s/7YLKeoi5R4tgFj3/download,False
2025-12-09 10:02:18-04:00,"BOLIVIA: TIPO DE VIVIENDA PARTICULAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2024",Vivienda y Hogar,spreadsheet,358.03,https://nimbus.ine.gob.bo/index.php/s/AEdKRnBqfDx2iG3/download,False
2025-12-09 10:02:21-04:00,"BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR MATERIAL DE CONSTRUCCIÓN MÁS UTILIZADO EN TECHOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2024",Vivienda y Hogar,spreadsheet,351.98,https://nimbus.ine.gob.bo/index.php/s/BX6HxbJSFiaZotp/download,False
2025-12-09 10:02:28-04:00,"BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR NÚMERO PROMEDIO DE PERSONAS POR CUARTO O HABITACIÓN MULTIUSO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2024",Vivienda y Hogar,spreadsheet,313.0,https://nimbus.ine.gob.bo/index.php/s/2TCDBxc7RXYTQQP/download,False
2025-12-09 10:02:32-04:00,"BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TENENCIA DE CUARTO SÓLO PARA COCINAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2024",Vivienda y Hogar,spreadsheet,214.67,https://nimbus.ine.gob.bo/index.php/s/3qF7q67skyDgNHg/download,False
2025-12-09 10:02:37-04:00,"BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPOLOGÍA DE HOGAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2024",Vivienda y Hogar,spreadsheet,481.77,https://nimbus.ine.gob.bo/index.php/s/CJKxsXeJoC2CRtX/download,False
2025-12-09 10:02:41-04:00,"BOLIVIA: POBLACIÓN POR RELACIÓN DE PARENTESCO CON LA JEFA O JEFE DEL HOGAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2024",Vivienda y Hogar,spreadsheet,659.13,https://nimbus.ine.gob.bo/index.php/s/GZyQAy6xSpAPnkf/download,False
2025-12-09 10:06:11-04:00,"BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL, CENSOS 2001, 2012 Y 2024",Estado Civil o Situación Conyugal,spreadsheet,2489.36,https://nimbus.ine.gob.bo/index.php/s/8Zycd66js5BWPLf/download,False
2025-12-09 10:06:46-04:00,"BOLIVIA: POBLACIÓN DE 4 O MÁS AÑOS DE EDAD POR IDIOMA EN EL QUE APRENDIÓ A HABLAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2024",Idiomas,spreadsheet,689.97,https://nimbus.ine.gob.bo/index.php/s/ERk9fzF7Kf2yJ9W/download,False
2025-12-09 10:06:49-04:00,"BOLIVIA: POBLACIÓN DE 4 O MÁS AÑOS DE EDAD POR IDIOMA EN EL QUE APRENDIÓ A HABLAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2024",Idiomas,spreadsheet,690.91,https://nimbus.ine.gob.bo/index.php/s/8mTrLNsWSNsfCwE/download,False
2025-12-09 10:06:54-04:00,"BOLIVIA: POBLACIÓN DE 4 O MÁS AÑOS DE EDAD POR IDIOMA EN EL QUE APRENDIÓ A HABLAR, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2012 Y 2024",Idiomas,spreadsheet,1677.2,https://nimbus.ine.gob.bo/index.php/s/9wYxfn378JAtodj/download,False
2025-12-09 10:07:16-04:00,"BOLIVIA: POBLACIÓN DE 6 O MÁS AÑOS DE EDAD POR IDIOMA EN SEGUNDO ORDEN DE USO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2024",Idiomas,spreadsheet,663.38,https://nimbus.ine.gob.bo/index.php/s/43H8xQpWorJRb6e/download,False
2025-12-09 10:07:23-04:00,"BOLIVIA: POBLACIÓN DE 6 O MÁS AÑOS DE EDAD POR IDIOMA EN TERCER ORDEN DE USO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2024",Idiomas,spreadsheet,618.16,https://nimbus.ine.gob.bo/index.php/s/Bp3LAWXFS88WJHg/download,False
2025-12-09 10:08:25-04:00,"BOLIVIA: POBLACIÓN QUE DECLARA AUTOIDENTIFICACIÓN SEGÚN LISTADO REFERENCIAL DE NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024",Autoidentificación,spreadsheet,353.07,https://nimbus.ine.gob.bo/index.php/s/ADWHk8B7ZFWKxqP/download,False
2025-12-09 10:08:52-04:00,"BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2024",Movilidad Cotidiana para Trabajar,spreadsheet,197.82,https://nimbus.ine.gob.bo/index.php/s/Ao8oHpTSDrbxXX9/download,False
2025-12-09 10:09:23-04:00,"BOLIVIA: INDICADORES DE MIGRACIÓN INTERNA RECIENTE PARA LA POBLACIÓN DE 5 O MÁS AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, PERÍODOS 1996 – 2001, 2007 – 2012 Y 2019 – 2024, CENSOS 2001, 2012 Y 2024",Migración Interna,spreadsheet,628.22,https://nimbus.ine.gob.bo/index.php/s/H3ptXgifaDLyJkS/download,False
2025-12-09 10:09:30-04:00,"BOLIVIA: INDICADORES DE MIGRACIÓN INTERNA RECIENTE PARA LA POBLACIÓN DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, PERÍODOS 1996 – 2001, 2007 – 2012 Y 2019 – 2024, CENSOS 2001, 2012 Y 2024",Migración Interna,spreadsheet,610.65,https://nimbus.ine.gob.bo/index.php/s/2SHfCS3j6CaJqzk/download,False
2025-12-09 10:09:33-04:00,GLOSARIO Y FICHA TÉCNICA,Migración Interna,spreadsheet,39.12,https://nimbus.ine.gob.bo/index.php/s/2bA66b7LnRXfqpy/download,False
2025-12-09 10:10:01-04:00,"BOLIVIA: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2024",Migración Internacional,spreadsheet,176.79,https://nimbus.ine.gob.bo/index.php/s/EYgmd5rxCF8fKnA/download,False
2025-12-09 10:10:06-04:00,"BOLIVIA: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD, CENSOS 2012 Y 2024",Migración Internacional,spreadsheet,651.77,https://nimbus.ine.gob.bo/index.php/s/FLf3HwTGb3g85xb/download,False
2025-12-09 10:10:26-04:00,"BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y DECLARACIÓN DE EMIGRANTES, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2024",Emigración Internacional,spreadsheet,188.12,https://nimbus.ine.gob.bo/index.php/s/9mN8pqreXj5ZdR2/download,False
2025-12-09 10:10:52-04:00,"BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1)",Mortalidad,spreadsheet,1212.74,https://nimbus.ine.gob.bo/index.php/s/6KQtHb7qS7poeqd/download,False
2025-12-09 10:11:04-04:00,"BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1)",Mortalidad,spreadsheet,925.91,https://nimbus.ine.gob.bo/index.php/s/EZB7GbcYdxowjY7/download,False
2025-12-09 10:12:07-04:00,"BOLIVIA: POBLACIÓN POR SEXO Y DISTRIBUCIÓN PORCENTUAL POR ÁREA, SEGÚN DEPARTAMENTO, PROVINCIA Y MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), CENSOS 2001, 2012 Y 2024",Población,spreadsheet,235.72,https://nimbus.ine.gob.bo/index.php/s/EgN8PPYD8Y4Rdig/download,False
2025-12-09 10:12:19-04:00,"BOLIVIA: POBLACIÓN POR SEXO E ÍNDICE DE MASCULINIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2024",Población,spreadsheet,197.88,https://nimbus.ine.gob.bo/index.php/s/7DNxEDM5sWRDWrG/download,False
2025-12-09 10:12:26-04:00,"BOLIVIA: ÍNDICE DE SOBREENVEJECIMIENTO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2024",Población,spreadsheet,197.53,https://nimbus.ine.gob.bo/index.php/s/9gLCsrLrsmfQ6B9/download,False
2025-12-09 10:12:28-04:00,"BOLIVIA: ÍNDICE DE ANCIANIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA Y MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2024",Población,spreadsheet,208.95,https://nimbus.ine.gob.bo/index.php/s/6NPbytDeJYctNLX/download,False
2025-12-09 10:12:30-04:00,GLOSARIO Y FICHA TÉCNICA,Población,spreadsheet,41.73,https://nimbus.ine.gob.bo/index.php/s/AGzNGk7PW4SLXsw/download,False
2025-12-15 15:50:12-04:00,GLOSARIO Y FICHA TÉCNICA,Pobreza y Desigualdad,spreadsheet,43.74,https://nimbus.ine.gob.bo/index.php/s/D8jbPkzkifHbQBd/download,False
2025-12-16 15:02:09-04:00,BOLETÍN ESTADÍSTICO PRECIOS INTERNACIONALES NOVIEMBRE DE 2025,Precios Internacionales,pdf,1938.08,https://nimbus.ine.gob.bo/index.php/s/8ykMQ8DJnLE3oLD/download,True
2025-12-17 09:57:16-04:00,"SERVICIO DE PROVISIÓN DE PASAJES AÉREOS PARA EL INSTITUTO NACIONAL DE ESTADÍSTICA – (GESTIÓN 2026)” , Primera Convocatoria – Segunda Publicación",Convocatorias de Bienes y Servicios,pdf,1206.56,https://nube.ine.gob.bo/index.php/s/DOiAG397cpSBu8Z/download,True
2025-12-18 16:26:25-04:00,"BOLIVIA: POBLACIÓN DE NIÑAS, NIÑOS Y ADOLESCENTES DE 12 A 17 AÑOS Y PORCENTAJE QUE COMPLETARON AL MENOS 6 AÑOS DE ESCOLARIDAD POR CATEGORÍAS SELECCIONADAS E ÍNDICES DE PARIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2024",Censos,spreadsheet,732.1,https://nimbus.ine.gob.bo/index.php/s/48tDmRnCCi8ponq/download,False
2025-12-18 16:26:25-04:00,"BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD Y PORCENTAJE DE POBLACIÓN OCUPADA EN ACTIVIDADES ECONÓMICAS RELACIONADAS CON EL TURISMO POR CATEGORÍAS SELECCIONADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2024",Censos,spreadsheet,681.98,https://nimbus.ine.gob.bo/index.php/s/6tCo8mX7gHmyHgw/download,False
2025-12-18 16:26:25-04:00,"BOLIVIA: POBLACIÓN EN VIVIENDAS PARTICULARES Y PORCENTAJE DE POBLACIÓN QUE UTILIZA COMBUSTIBLE LIMPIO PARA COCINAR(1) POR CATEGORIAS SELECCIONADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2024",Censos,spreadsheet,755.42,https://nimbus.ine.gob.bo/index.php/s/Aqjx2tiX9wY5Aoc/download,False
2025-12-18 16:26:25-04:00,"BOLIVIA: POBLACIÓN Y COBERTURA DE SALUD POR CATEGORÍAS SELECCIONADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024",Censos,spreadsheet,542.7,https://nimbus.ine.gob.bo/index.php/s/B8S37XM25QjG5FX/download,False
2025-12-18 16:26:26-04:00,"BOLIVIA: NIÑAS Y NIÑOS MENORES DE 5 AÑOS Y PORCENTAJE DE INSCRIPCIÓN DE SU NACIMIENTO EN EL REGISTRO CIVIL POR CATEGORÍAS SELECCIONADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2024",Censos,spreadsheet,711.98,https://nimbus.ine.gob.bo/index.php/s/2bt4NoGcQ8Y3kSE/download,False
2025-12-18 16:26:26-04:00,GLOSARIO Y FICHA TÉCNICA,Censos,spreadsheet,262.83,https://nimbus.ine.gob.bo/index.php/s/DNSDgqzraniH5ey/download,False
2025-12-30 17:17:14-04:00,BOLETÍN ESTADÍSTICO COMEX NOVIEMBRE 2025,Saldo Comercial,pdf,2069.44,https://nimbus.ine.gob.bo/index.php/s/3X2GYEoMExinDY6/download,True
2026-01-06 11:20:34-04:00,Reporte 2025,Información estadística,spreadsheet,210.36,https://nube.ine.gob.bo/index.php/s/nGS6745RKoCLDvU/download,True
2026-01-09 17:14:24-04:00,PROGRAMA ANUAL DE CONTRATACIONES PAC 2026,Convocatorias de Bienes y Servicios,pdf,804.76,https://nube.ine.gob.bo/index.php/s/qxYMajKVbZPDIhX/download,True
2026-01-19 13:35:41-04:00,(Bajo el siguiente formato),Atención al usuario,word,12.19,https://nube.ine.gob.bo/index.php/s/DeewPyzhqdOtXVj/download,False
2026-01-29 16:33:22-04:00,Descarga el documento 9.27 MB,BOLETINES-LAST-2025,pdf,9273.98,https://nube.ine.gob.bo/index.php/s/LS7laEWImqkWCuQ/download,True
2026-01-30 09:41:48-04:00,Descarga el documento 53.1 MB,BOLETINES-LAST-2025,pdf,54418.07,https://nube.ine.gob.bo/index.php/s/KcRjxacL2TEhm91/download,True
2026-01-30 10:10:51-04:00,EXPORTACIONES RITEX 2025p,Exportaciones,spreadsheet,39.16,https://nube.ine.gob.bo/index.php/s/tISdAze6VxbaKe8/download,True
2026-02-03 08:05:46-04:00,Documento metodológico Indicadores de producción y ventas de la industria manufacturera,Información Técnica,pdf,1844.34,https://nube.ine.gob.bo/index.php/s/l6a7FqNdTOOzFw3/download,True
2026-02-05 11:01:21-04:00,Cuestionario v9,Información técnica,pdf,941.38,https://nube.ine.gob.bo/index.php/s/zwoSE1Epe7ntwOl/download,True
2026-02-05 17:38:56-04:00,"Bolivia – Producción de Minerales del Sector de la Minería Mediana por Tipo de Mineral según Año y Mes, 1990 – 2025",Minería,spreadsheet,305.48,https://nube.ine.gob.bo/index.php/s/LfBDSio4vzYagch/download,True
2026-02-06 15:16:49-04:00,Bolivia – Longitud de Caminos según Red y Rodadura 2000 – 2024,Longitud de Caminos,spreadsheet,187.46,https://nube.ine.gob.bo/index.php/s/wgeKhjEWYPwYpA3/download,True
2026-02-06 15:17:29-04:00,Bolivia – Longitud de Caminos según departamento y Rodadura 2000 – 2024,Longitud de Caminos,spreadsheet,329.29,https://nube.ine.gob.bo/index.php/s/kkxKVTgxWySZp71/download,True
2026-02-06 15:18:50-04:00,Chuquisaca – Longitud de Caminos según Red y Rodadura 2000 – 2024,Longitud de Caminos,spreadsheet,189.6,https://nube.ine.gob.bo/index.php/s/fyfXMoNOgncZZQh/download,True
2026-02-06 15:19:37-04:00,Ficha Técnica – Indicadores derivados,Ficha Técnica,pdf,1294.64,https://nube.ine.gob.bo/index.php/s/J6aA1HIMgLLUyPS/download,True
2026-02-06 15:22:15-04:00,La Paz – Longitud de Caminos según Red y Rodadura 2000 – 2024,Longitud de Caminos,spreadsheet,189.5,https://nube.ine.gob.bo/index.php/s/zGP7YHbmS0Qia4I/download,True
2026-02-06 15:23:50-04:00,Cochabamba – Longitud de Caminos según Red y Rodadura 2000 – 2024,Longitud de Caminos,spreadsheet,189.31,https://nube.ine.gob.bo/index.php/s/6w3sqkyaZ1hMTUi/download,True
2026-02-06 15:24:13-04:00,Oruro – Longitud de Caminos según Red y Rodadura 2000 – 2024,Longitud de Caminos,spreadsheet,188.94,https://nube.ine.gob.bo/index.php/s/edUARNYaA4Wk9tU/download,True
2026-02-06 15:24:36-04:00,Potosí – Longitud de Caminos según Red y Rodadura 2000 – 2024,Longitud de Caminos,spreadsheet,189.35,https://nube.ine.gob.bo/index.php/s/dJPmNIy8pwRJZPd/download,True
2026-02-06 15:24:57-04:00,Ficha Técnica – Índices de exportaciones,Ficha Técnica,pdf,1121.37,https://nube.ine.gob.bo/index.php/s/pTHNLFDyRmjeFmg/download,True
2026-02-06 15:25:06-04:00,Tarija – Longitud de Caminos según Red y Rodadura 2000 – 2024,Longitud de Caminos,spreadsheet,189.33,https://nube.ine.gob.bo/index.php/s/6zVFnIFXRgtdCY0/download,True
2026-02-06 15:25:27-04:00,Santa Cruz – Longitud de Caminos según Red y Rodadura 2000 – 2024,Longitud de Caminos,spreadsheet,189.68,https://nube.ine.gob.bo/index.php/s/154MypcF9sggWit/download,True
2026-02-06 15:25:46-04:00,Beni – Longitud de Caminos según Red y Rodadura 2000 – 2024,Longitud de Caminos,spreadsheet,188.8,https://nube.ine.gob.bo/index.php/s/wYE2eU9lAllOrGc/download,True
2026-02-06 15:26:19-04:00,Pando – Longitud de Caminos según Red y Rodadura 2000 – 2024,Longitud de Caminos,spreadsheet,188.15,https://nube.ine.gob.bo/index.php/s/MfvfXiE3ogNK1ec/download,True
2026-02-06 15:27:00-04:00,Bolivia – Longitud de Caminos según departamento y Red 2000 – 2024,Longitud de Caminos,spreadsheet,224.27,https://nube.ine.gob.bo/index.php/s/6LJuA7a7zc9Xla4/download,True
2026-02-06 15:29:12-04:00,Ficha Técnica – Índices de términos de Intercambio,Ficha Técnica,pdf,1263.63,https://nube.ine.gob.bo/index.php/s/Ep6dzSKQqrAQycX/download,True
2026-02-06 15:30:06-04:00,Ficha Técnica – Índices de importaciones,Ficha Técnica,pdf,1121.81,https://nube.ine.gob.bo/index.php/s/kV9IHyvmwv9eb8P/download,True
2026-02-06 15:32:12-04:00,Nota Metodológica,Nota Metodológica,pdf,666.94,https://nube.ine.gob.bo/index.php/s/hAKJ0aFe9Igg8Ua/download,True
2026-02-06 15:54:50-04:00,"Bolivia: Número de micro y pequeñas Unidades Económicas, según actividad económica, 2007, 2010 y 2018",Mypes,spreadsheet,77.46,https://nube.ine.gob.bo/index.php/s/NrN6Lx0aznnvukl/download,True
2026-02-06 15:55:26-04:00,"Bolivia: Personal ocupado en las Micro y Pequeñas Unidades Económicas por sexo según actividad económicas, 2007, 2010 y 2018",Mypes,spreadsheet,78.33,https://nube.ine.gob.bo/index.php/s/3DnwMFuR56rydot/download,True
2026-02-06 15:55:49-04:00,"Bolivia: VBP, CI y VA de las Micro y Pequeñas Unidades Económicas por Actividad, 2007, 2010 y 2018",Mypes,spreadsheet,77.59,https://nube.ine.gob.bo/index.php/s/YtFvVoe7o9mf18O/download,True
2026-02-06 15:59:27-04:00,"BOLIVIA – CONSUMO INTERMEDIO, 2010, 2012, 2017",Estadísticas Estructurales,spreadsheet,79.06,https://nube.ine.gob.bo/index.php/s/oSZt0IernpqNZd7/download,True
2026-02-06 15:59:56-04:00,"BOLIVIA – NÚMERO DE EMPRESAS, 2010, 2012, 2017",Estadísticas Estructurales,spreadsheet,78.92,https://nube.ine.gob.bo/index.php/s/pkhlfsfnE4SxIKv/download,True
2026-02-06 16:00:29-04:00,"BOLIVIA – NÚMERO DE PERSONAL OCUPADO, 2010, 2012, 2017",Estadísticas Estructurales,spreadsheet,78.81,https://nube.ine.gob.bo/index.php/s/btxcCe9p7V73op1/download,True
2026-02-06 16:00:55-04:00,"BOLIVIA – VALOR AGREGADO, 2010, 2012, 2017",Estadísticas Estructurales,spreadsheet,79.49,https://nube.ine.gob.bo/index.php/s/HsPxRsx6idIbVIf/download,True
2026-02-06 16:01:30-04:00,"BOLIVIA – VALOR BRUTO DE PRODUCCIÓN, 2010, 2012, 2017",Estadísticas Estructurales,spreadsheet,79.79,https://nube.ine.gob.bo/index.php/s/irCdDZ5RSuwxESI/download,True
2026-02-06 16:05:15-04:00,"Bolivia – Índice de volumen físico de la Industria Manufacturera, 1990 – 2019",Estadísticas Coyunturales,excel,107.0,https://nube.ine.gob.bo/index.php/s/wonbtDIhs4yKGp2/download,True
2026-02-06 16:05:50-04:00,"Bolivia – Índice de volumen de ventas de la Industria Manufacturera, 1990 – 2019",Estadísticas Coyunturales,excel,107.0,https://nube.ine.gob.bo/index.php/s/mz7t2mfF0UVQcGu/download,True
2026-02-06 16:07:15-04:00,"BOLIVIA – SALARIO MÍNIMO NACIONAL, 1991 – 2026",Salario Mínimo Nacional,spreadsheet,77.36,https://nube.ine.gob.bo/index.php/s/kwlMSanGQMEGLfx/download,False
2026-02-06 16:15:29-04:00,"Bolivia – Indice de Salario Medio Real del Sector Privado por Grupo Ocupacional, 1996 – 2023","Salarios, Remuneraciones y Empleo de los Asalariados en el Sector Privado",spreadsheet,1763.69,https://nube.ine.gob.bo/index.php/s/0cEO0V2goQJrzKR/download,True
2026-02-06 16:15:58-04:00,"Bolivia – Indice de Salario Medio Nominal del Sector Privado segun Actividad Economica, 1996 – 2023","Salarios, Remuneraciones y Empleo de los Asalariados en el Sector Privado",spreadsheet,299.89,https://nube.ine.gob.bo/index.php/s/gQ4SKVOPwC5MYqi/download,True
2026-02-06 16:16:21-04:00,"Bolivia – Indice de Salario Medio Nominal del Sector Privado por Grupo Ocupacional, 1996 – 2023","Salarios, Remuneraciones y Empleo de los Asalariados en el Sector Privado",spreadsheet,2859.79,https://nube.ine.gob.bo/index.php/s/0cmGQNTrbSWRVxt/download,True
2026-02-06 16:17:03-04:00,"Bolivia – Indice de Remuneracion Media Real del Sector Privado segun Actividad Economica, 1996 – 2023","Salarios, Remuneraciones y Empleo de los Asalariados en el Sector Privado",spreadsheet,235.68,https://nube.ine.gob.bo/index.php/s/eiQGsLgZsgkK88c/download,True
2026-02-06 16:17:27-04:00,"Bolivia – Indice de Remuneracion Media Real del Sector Privado por Grupo Ocupacional, 1996 – 2023","Salarios, Remuneraciones y Empleo de los Asalariados en el Sector Privado",spreadsheet,2874.74,https://nube.ine.gob.bo/index.php/s/KhkCw0yVwBEiGno/download,True
2026-02-06 16:17:56-04:00,"Bolivia – Indice de Remuneracion Media Nominal del Sector Privado segun Actividad Economica, 1996 – 2023","Salarios, Remuneraciones y Empleo de los Asalariados en el Sector Privado",spreadsheet,237.98,https://nube.ine.gob.bo/index.php/s/ksIl07sabfC1FEY/download,True
2026-02-06 16:18:20-04:00,"Bolivia – Indice de Remuneracion Media Nominal del Sector Privado por Grupo Ocupacional, 1996 – 2023","Salarios, Remuneraciones y Empleo de los Asalariados en el Sector Privado",spreadsheet,2874.71,https://nube.ine.gob.bo/index.php/s/bsFMrIj8EmMUuPR/download,True
2026-02-06 16:18:51-04:00,"Bolivia – Indice de Empleo del Sector Privado segun Actividad Economica, 1996 – 2023","Salarios, Remuneraciones y Empleo de los Asalariados en el Sector Privado",spreadsheet,237.19,https://nube.ine.gob.bo/index.php/s/FIWVVljuZY8VNqQ/download,True
2026-02-06 16:19:10-04:00,"Bolivia – Indice de Empleo del Sector Privado por Grupo Ocupacional, 1996 – 2023","Salarios, Remuneraciones y Empleo de los Asalariados en el Sector Privado",spreadsheet,1729.64,https://nube.ine.gob.bo/index.php/s/PtZ5soLC1otiWYv/download,True
